// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 7 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Proyectos\Mentoring\Mentoring\bin\Release\netcoreapp3.1\7f1f0dc7-5b9b-4aa0-a06a-6fc190f22dcc
// command took 1,56s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Proyectos\Mentoring\Mentoring\bin\Release\netcoreapp3.1\7f1f0dc7-5b9b-4aa0-a06a-6fc190f22dcc
// command took 2,7s and exited with 0
// ***** Done, took 00:00:04 (4.46 sec)   *****
// Found 7 benchmarks:
//   BenchMarkExecutor.FindItemForeachArray: DefaultJob
//   BenchMarkExecutor.FindItemForArray: DefaultJob
//   BenchMarkExecutor.FindItemForListArray: DefaultJob
//   BenchMarkExecutor.FindItemLinqListArray: DefaultJob
//   BenchMarkExecutor.getArrayListItem: DefaultJob
//   BenchMarkExecutor.getArrayListItemEquals: DefaultJob
//   BenchMarkExecutor.getArrayListItemIndexOf: DefaultJob

// **************************
// Benchmark: BenchMarkExecutor.FindItemForeachArray: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "7f1f0dc7-5b9b-4aa0-a06a-6fc190f22dcc.dll" --benchmarkName "DALMentoring.Collections.BenchMarkExecutor.FindItemForeachArray" --job "Default" --benchmarkId 0 in D:\Proyectos\Mentoring\Mentoring\bin\Release\netcoreapp3.1\7f1f0dc7-5b9b-4aa0-a06a-6fc190f22dcc\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

WorkloadResult   7: 33554432 op, 785188150.00 ns, 23.4004 ns/op
WorkloadResult   8: 33554432 op, 802642950.00 ns, 23.9206 ns/op
WorkloadResult   9: 33554432 op, 793208550.00 ns, 23.6395 ns/op
WorkloadResult  10: 33554432 op, 795989050.00 ns, 23.7223 ns/op
WorkloadResult  11: 33554432 op, 791886450.00 ns, 23.6001 ns/op
WorkloadResult  12: 33554432 op, 800924450.00 ns, 23.8694 ns/op
WorkloadResult  13: 33554432 op, 801945850.00 ns, 23.8998 ns/op
WorkloadResult  14: 33554432 op, 785008250.00 ns, 23.3951 ns/op
GC:  0 0 0 0 33554432
Threading:  2 0 33554432

// AfterAll
// Benchmark Process 6812 has exited with code 0

Mean = 23.475 ns, StdErr = 0.080 ns (0.34%), N = 14, StdDev = 0.300 ns
Min = 23.073 ns, Q1 = 23.221 ns, Median = 23.398 ns, Q3 = 23.702 ns, Max = 23.921 ns
IQR = 0.480 ns, LowerFence = 22.501 ns, UpperFence = 24.422 ns
ConfidenceInterval = [23.137 ns; 23.813 ns] (CI 99.9%), Margin = 0.338 ns (1.44% of Mean)
Skewness = 0.19, Kurtosis = 1.44, MValue = 2

// **************************
// Benchmark: BenchMarkExecutor.FindItemForArray: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "7f1f0dc7-5b9b-4aa0-a06a-6fc190f22dcc.dll" --benchmarkName "DALMentoring.Collections.BenchMarkExecutor.FindItemForArray" --job "Default" --benchmarkId 1 in D:\Proyectos\Mentoring\Mentoring\bin\Release\netcoreapp3.1\7f1f0dc7-5b9b-4aa0-a06a-6fc190f22dcc\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 256100.00 ns, 256.1000 us/op
WorkloadJitting  1: 1 op, 934400.00 ns, 934.4000 us/op

OverheadJitting  2: 16 op, 222100.00 ns, 13.8812 us/op
WorkloadJitting  2: 16 op, 210700.00 ns, 13.1687 us/op

WorkloadPilot    1: 16 op, 1300.00 ns, 81.2500 ns/op
WorkloadPilot    2: 32 op, 1600.00 ns, 50.0000 ns/op
WorkloadPilot    3: 64 op, 2500.00 ns, 39.0625 ns/op
WorkloadPilot    4: 128 op, 4300.00 ns, 33.5938 ns/op
WorkloadPilot    5: 256 op, 8200.00 ns, 32.0312 ns/op
WorkloadPilot    6: 512 op, 16300.00 ns, 31.8359 ns/op
WorkloadPilot    7: 1024 op, 30700.00 ns, 29.9805 ns/op
WorkloadPilot    8: 2048 op, 65700.00 ns, 32.0801 ns/op
WorkloadPilot    9: 4096 op, 121300.00 ns, 29.6143 ns/op
WorkloadPilot   10: 8192 op, 243400.00 ns, 29.7119 ns/op
WorkloadPilot   11: 16384 op, 483700.00 ns, 29.5227 ns/op
WorkloadPilot   12: 32768 op, 1001600.00 ns, 30.5664 ns/op
WorkloadPilot   13: 65536 op, 1970400.00 ns, 30.0659 ns/op
WorkloadPilot   14: 131072 op, 4167400.00 ns, 31.7947 ns/op
WorkloadPilot   15: 262144 op, 8085400.00 ns, 30.8434 ns/op
WorkloadPilot   16: 524288 op, 16192700.00 ns, 30.8851 ns/op
WorkloadPilot   17: 1048576 op, 31460700.00 ns, 30.0033 ns/op
WorkloadPilot   18: 2097152 op, 63161400.00 ns, 30.1177 ns/op
WorkloadPilot   19: 4194304 op, 121871700.00 ns, 29.0565 ns/op
WorkloadPilot   20: 8388608 op, 223721800.00 ns, 26.6697 ns/op
WorkloadPilot   21: 16777216 op, 443653400.00 ns, 26.4438 ns/op
WorkloadPilot   22: 33554432 op, 874774600.00 ns, 26.0703 ns/op

OverheadWarmup   1: 33554432 op, 62554100.00 ns, 1.8643 ns/op
OverheadWarmup   2: 33554432 op, 62807200.00 ns, 1.8718 ns/op
OverheadWarmup   3: 33554432 op, 62583200.00 ns, 1.8651 ns/op
OverheadWarmup   4: 33554432 op, 62465900.00 ns, 1.8616 ns/op
OverheadWarmup   5: 33554432 op, 62702500.00 ns, 1.8687 ns/op
OverheadWarmup   6: 33554432 op, 62595400.00 ns, 1.8655 ns/op

OverheadActual   1: 33554432 op, 62566900.00 ns, 1.8646 ns/op
OverheadActual   2: 33554432 op, 63097200.00 ns, 1.8804 ns/op
OverheadActual   3: 33554432 op, 62575100.00 ns, 1.8649 ns/op
OverheadActual   4: 33554432 op, 62584800.00 ns, 1.8652 ns/op
OverheadActual   5: 33554432 op, 62628800.00 ns, 1.8665 ns/op
OverheadActual   6: 33554432 op, 62576400.00 ns, 1.8649 ns/op
OverheadActual   7: 33554432 op, 55968500.00 ns, 1.6680 ns/op
OverheadActual   8: 33554432 op, 56318800.00 ns, 1.6784 ns/op
OverheadActual   9: 33554432 op, 55885600.00 ns, 1.6655 ns/op
OverheadActual  10: 33554432 op, 55851800.00 ns, 1.6645 ns/op
OverheadActual  11: 33554432 op, 55744600.00 ns, 1.6613 ns/op
OverheadActual  12: 33554432 op, 55780000.00 ns, 1.6624 ns/op
OverheadActual  13: 33554432 op, 55780300.00 ns, 1.6624 ns/op
OverheadActual  14: 33554432 op, 55778600.00 ns, 1.6623 ns/op
OverheadActual  15: 33554432 op, 56137800.00 ns, 1.6730 ns/op
OverheadActual  16: 33554432 op, 56104500.00 ns, 1.6720 ns/op
OverheadActual  17: 33554432 op, 56082500.00 ns, 1.6714 ns/op
OverheadActual  18: 33554432 op, 55881300.00 ns, 1.6654 ns/op
OverheadActual  19: 33554432 op, 56211900.00 ns, 1.6752 ns/op

WorkloadWarmup   1: 33554432 op, 889866300.00 ns, 26.5201 ns/op
WorkloadWarmup   2: 33554432 op, 879997400.00 ns, 26.2260 ns/op
WorkloadWarmup   3: 33554432 op, 888023700.00 ns, 26.4652 ns/op
WorkloadWarmup   4: 33554432 op, 895338900.00 ns, 26.6832 ns/op
WorkloadWarmup   5: 33554432 op, 890687900.00 ns, 26.5446 ns/op
WorkloadWarmup   6: 33554432 op, 905654700.00 ns, 26.9906 ns/op
WorkloadWarmup   7: 33554432 op, 892646800.00 ns, 26.6029 ns/op

// BeforeActualRun
WorkloadActual   1: 33554432 op, 884358100.00 ns, 26.3559 ns/op
WorkloadActual   2: 33554432 op, 888504500.00 ns, 26.4795 ns/op
WorkloadActual   3: 33554432 op, 885667200.00 ns, 26.3949 ns/op
WorkloadActual   4: 33554432 op, 884347400.00 ns, 26.3556 ns/op
WorkloadActual   5: 33554432 op, 888893200.00 ns, 26.4911 ns/op
WorkloadActual   6: 33554432 op, 878781200.00 ns, 26.1897 ns/op
WorkloadActual   7: 33554432 op, 878206600.00 ns, 26.1726 ns/op
WorkloadActual   8: 33554432 op, 874860900.00 ns, 26.0729 ns/op
WorkloadActual   9: 33554432 op, 871621000.00 ns, 25.9763 ns/op
WorkloadActual  10: 33554432 op, 887786200.00 ns, 26.4581 ns/op
WorkloadActual  11: 33554432 op, 904387800.00 ns, 26.9529 ns/op
WorkloadActual  12: 33554432 op, 902960700.00 ns, 26.9103 ns/op
WorkloadActual  13: 33554432 op, 888057300.00 ns, 26.4662 ns/op
WorkloadActual  14: 33554432 op, 889136800.00 ns, 26.4983 ns/op
WorkloadActual  15: 33554432 op, 885694100.00 ns, 26.3957 ns/op

// AfterActualRun
WorkloadResult   1: 33554432 op, 828253600.00 ns, 24.6839 ns/op
WorkloadResult   2: 33554432 op, 832400000.00 ns, 24.8075 ns/op
WorkloadResult   3: 33554432 op, 829562700.00 ns, 24.7229 ns/op
WorkloadResult   4: 33554432 op, 828242900.00 ns, 24.6836 ns/op
WorkloadResult   5: 33554432 op, 832788700.00 ns, 24.8190 ns/op
WorkloadResult   6: 33554432 op, 822676700.00 ns, 24.5177 ns/op
WorkloadResult   7: 33554432 op, 822102100.00 ns, 24.5006 ns/op
WorkloadResult   8: 33554432 op, 818756400.00 ns, 24.4008 ns/op
WorkloadResult   9: 33554432 op, 815516500.00 ns, 24.3043 ns/op
WorkloadResult  10: 33554432 op, 831681700.00 ns, 24.7860 ns/op
WorkloadResult  11: 33554432 op, 831952800.00 ns, 24.7941 ns/op
WorkloadResult  12: 33554432 op, 833032300.00 ns, 24.8263 ns/op
WorkloadResult  13: 33554432 op, 829589600.00 ns, 24.7237 ns/op
GC:  0 0 0 48 33554432
Threading:  2 0 33554432

// AfterAll
// Benchmark Process 16776 has exited with code 0

Mean = 24.659 ns, StdErr = 0.048 ns (0.19%), N = 13, StdDev = 0.172 ns
Min = 24.304 ns, Q1 = 24.518 ns, Median = 24.723 ns, Q3 = 24.794 ns, Max = 24.826 ns
IQR = 0.276 ns, LowerFence = 24.103 ns, UpperFence = 25.209 ns
ConfidenceInterval = [24.453 ns; 24.866 ns] (CI 99.9%), Margin = 0.207 ns (0.84% of Mean)
Skewness = -0.78, Kurtosis = 2.08, MValue = 2

// **************************
// Benchmark: BenchMarkExecutor.FindItemForListArray: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "7f1f0dc7-5b9b-4aa0-a06a-6fc190f22dcc.dll" --benchmarkName "DALMentoring.Collections.BenchMarkExecutor.FindItemForListArray" --job "Default" --benchmarkId 2 in D:\Proyectos\Mentoring\Mentoring\bin\Release\netcoreapp3.1\7f1f0dc7-5b9b-4aa0-a06a-6fc190f22dcc\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 262300.00 ns, 262.3000 us/op
WorkloadJitting  1: 1 op, 1165000.00 ns, 1.1650 ms/op

OverheadJitting  2: 16 op, 222000.00 ns, 13.8750 us/op
WorkloadJitting  2: 16 op, 218900.00 ns, 13.6813 us/op

WorkloadPilot    1: 16 op, 1800.00 ns, 112.5000 ns/op
WorkloadPilot    2: 32 op, 2700.00 ns, 84.3750 ns/op
WorkloadPilot    3: 64 op, 4600.00 ns, 71.8750 ns/op
WorkloadPilot    4: 128 op, 8600.00 ns, 67.1875 ns/op
WorkloadPilot    5: 256 op, 16700.00 ns, 65.2344 ns/op
WorkloadPilot    6: 512 op, 33000.00 ns, 64.4531 ns/op
WorkloadPilot    7: 1024 op, 65700.00 ns, 64.1602 ns/op
WorkloadPilot    8: 2048 op, 130800.00 ns, 63.8672 ns/op
WorkloadPilot    9: 4096 op, 261500.00 ns, 63.8428 ns/op
WorkloadPilot   10: 8192 op, 533200.00 ns, 65.0879 ns/op
WorkloadPilot   11: 16384 op, 1050900.00 ns, 64.1418 ns/op
WorkloadPilot   12: 32768 op, 2089000.00 ns, 63.7512 ns/op
WorkloadPilot   13: 65536 op, 4195600.00 ns, 64.0198 ns/op
WorkloadPilot   14: 131072 op, 8365200.00 ns, 63.8214 ns/op
WorkloadPilot   15: 262144 op, 16664900.00 ns, 63.5715 ns/op
WorkloadPilot   16: 524288 op, 33978500.00 ns, 64.8088 ns/op
WorkloadPilot   17: 1048576 op, 69421200.00 ns, 66.2052 ns/op
WorkloadPilot   18: 2097152 op, 138281800.00 ns, 65.9379 ns/op
WorkloadPilot   19: 4194304 op, 251157200.00 ns, 59.8805 ns/op
WorkloadPilot   20: 8388608 op, 493133700.00 ns, 58.7861 ns/op
WorkloadPilot   21: 16777216 op, 984449200.00 ns, 58.6777 ns/op

OverheadWarmup   1: 16777216 op, 31191200.00 ns, 1.8591 ns/op
OverheadWarmup   2: 16777216 op, 31071700.00 ns, 1.8520 ns/op
OverheadWarmup   3: 16777216 op, 31033400.00 ns, 1.8497 ns/op
OverheadWarmup   4: 16777216 op, 31036300.00 ns, 1.8499 ns/op
OverheadWarmup   5: 16777216 op, 31277000.00 ns, 1.8643 ns/op
OverheadWarmup   6: 16777216 op, 31328200.00 ns, 1.8673 ns/op
OverheadWarmup   7: 16777216 op, 31283500.00 ns, 1.8646 ns/op
OverheadWarmup   8: 16777216 op, 31269100.00 ns, 1.8638 ns/op
OverheadWarmup   9: 16777216 op, 31290900.00 ns, 1.8651 ns/op
OverheadWarmup  10: 16777216 op, 31263900.00 ns, 1.8635 ns/op

OverheadActual   1: 16777216 op, 31284100.00 ns, 1.8647 ns/op
OverheadActual   2: 16777216 op, 31278600.00 ns, 1.8643 ns/op
OverheadActual   3: 16777216 op, 31509000.00 ns, 1.8781 ns/op
OverheadActual   4: 16777216 op, 31250300.00 ns, 1.8627 ns/op
OverheadActual   5: 16777216 op, 31280300.00 ns, 1.8645 ns/op
OverheadActual   6: 16777216 op, 31450600.00 ns, 1.8746 ns/op
OverheadActual   7: 16777216 op, 30915000.00 ns, 1.8427 ns/op
OverheadActual   8: 16777216 op, 27891100.00 ns, 1.6624 ns/op
OverheadActual   9: 16777216 op, 27885000.00 ns, 1.6621 ns/op
OverheadActual  10: 16777216 op, 27893800.00 ns, 1.6626 ns/op
OverheadActual  11: 16777216 op, 27886300.00 ns, 1.6622 ns/op
OverheadActual  12: 16777216 op, 27860100.00 ns, 1.6606 ns/op
OverheadActual  13: 16777216 op, 27872400.00 ns, 1.6613 ns/op
OverheadActual  14: 16777216 op, 27869600.00 ns, 1.6612 ns/op
OverheadActual  15: 16777216 op, 27923800.00 ns, 1.6644 ns/op
OverheadActual  16: 16777216 op, 27856800.00 ns, 1.6604 ns/op
OverheadActual  17: 16777216 op, 27908300.00 ns, 1.6635 ns/op
OverheadActual  18: 16777216 op, 27863200.00 ns, 1.6608 ns/op
OverheadActual  19: 16777216 op, 27864200.00 ns, 1.6608 ns/op
OverheadActual  20: 16777216 op, 27897300.00 ns, 1.6628 ns/op

WorkloadWarmup   1: 16777216 op, 987051900.00 ns, 58.8329 ns/op
WorkloadWarmup   2: 16777216 op, 999169700.00 ns, 59.5552 ns/op
WorkloadWarmup   3: 16777216 op, 989551300.00 ns, 58.9819 ns/op
WorkloadWarmup   4: 16777216 op, 984291800.00 ns, 58.6684 ns/op
WorkloadWarmup   5: 16777216 op, 986678600.00 ns, 58.8106 ns/op
WorkloadWarmup   6: 16777216 op, 988221300.00 ns, 58.9026 ns/op
WorkloadWarmup   7: 16777216 op, 980966800.00 ns, 58.4702 ns/op

// BeforeActualRun
WorkloadActual   1: 16777216 op, 985482800.00 ns, 58.7394 ns/op
WorkloadActual   2: 16777216 op, 992121700.00 ns, 59.1351 ns/op
WorkloadActual   3: 16777216 op, 1006615700.00 ns, 59.9990 ns/op
WorkloadActual   4: 16777216 op, 1003091100.00 ns, 59.7889 ns/op
WorkloadActual   5: 16777216 op, 990374500.00 ns, 59.0309 ns/op
WorkloadActual   6: 16777216 op, 991532200.00 ns, 59.0999 ns/op
WorkloadActual   7: 16777216 op, 982462800.00 ns, 58.5593 ns/op
WorkloadActual   8: 16777216 op, 981331300.00 ns, 58.4919 ns/op
WorkloadActual   9: 16777216 op, 1015335100.00 ns, 60.5187 ns/op
WorkloadActual  10: 16777216 op, 991341700.00 ns, 59.0886 ns/op
WorkloadActual  11: 16777216 op, 983706000.00 ns, 58.6334 ns/op
WorkloadActual  12: 16777216 op, 1020490300.00 ns, 60.8260 ns/op
WorkloadActual  13: 16777216 op, 994794000.00 ns, 59.2943 ns/op
WorkloadActual  14: 16777216 op, 993959700.00 ns, 59.2446 ns/op
WorkloadActual  15: 16777216 op, 996448400.00 ns, 59.3930 ns/op

// AfterActualRun
WorkloadResult   1: 16777216 op, 957587250.00 ns, 57.0766 ns/op
WorkloadResult   2: 16777216 op, 964226150.00 ns, 57.4724 ns/op
WorkloadResult   3: 16777216 op, 978720150.00 ns, 58.3363 ns/op
WorkloadResult   4: 16777216 op, 975195550.00 ns, 58.1262 ns/op
WorkloadResult   5: 16777216 op, 962478950.00 ns, 57.3682 ns/op
WorkloadResult   6: 16777216 op, 963636650.00 ns, 57.4372 ns/op
WorkloadResult   7: 16777216 op, 954567250.00 ns, 56.8966 ns/op
WorkloadResult   8: 16777216 op, 953435750.00 ns, 56.8292 ns/op
WorkloadResult   9: 16777216 op, 987439550.00 ns, 58.8560 ns/op
WorkloadResult  10: 16777216 op, 963446150.00 ns, 57.4259 ns/op
WorkloadResult  11: 16777216 op, 955810450.00 ns, 56.9707 ns/op
WorkloadResult  12: 16777216 op, 966898450.00 ns, 57.6316 ns/op
WorkloadResult  13: 16777216 op, 966064150.00 ns, 57.5819 ns/op
WorkloadResult  14: 16777216 op, 968552850.00 ns, 57.7302 ns/op
GC:  0 0 0 576 16777216
Threading:  2 0 16777216

// AfterAll
// Benchmark Process 11440 has exited with code 0

Mean = 57.553 ns, StdErr = 0.153 ns (0.27%), N = 14, StdDev = 0.573 ns
Min = 56.829 ns, Q1 = 57.150 ns, Median = 57.455 ns, Q3 = 57.706 ns, Max = 58.856 ns
IQR = 0.556 ns, LowerFence = 56.315 ns, UpperFence = 58.540 ns
ConfidenceInterval = [56.906 ns; 58.199 ns] (CI 99.9%), Margin = 0.646 ns (1.12% of Mean)
Skewness = 0.73, Kurtosis = 2.65, MValue = 2

// **************************
// Benchmark: BenchMarkExecutor.FindItemLinqListArray: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "7f1f0dc7-5b9b-4aa0-a06a-6fc190f22dcc.dll" --benchmarkName "DALMentoring.Collections.BenchMarkExecutor.FindItemLinqListArray" --job "Default" --benchmarkId 3 in D:\Proyectos\Mentoring\Mentoring\bin\Release\netcoreapp3.1\7f1f0dc7-5b9b-4aa0-a06a-6fc190f22dcc\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 259100.00 ns, 259.1000 us/op
WorkloadJitting  1: 1 op, 882100.00 ns, 882.1000 us/op

